farm_id,state,crop,variety,planting_date,area_ha,expected_yield_t_ha,harvest_date,actual_yield_t_ha
FARM-032837,Sokoto,oil_palm,OIL_PALM-LOCAL,2023-11-09,0.33,3.02,2024-02-11,4.19
FARM-013705,Gombe,cassava,CASSAVA-V2,2022-12-08,3.35,9.38,2023-12-28,11.27
FARM-009421,Ogun,oil_palm,OIL_PALM-V1,2024-03-23,1.47,3.31,2024-07-13,3.88
FARM-039769,Osun,cocoa,COCOA-V2,2022-02-22,5.05,0.49,2023-02-17,0.63
FARM-023884,Kano,cocoa,COCOA-V2,2022-01-28,2.91,0.34,2023-01-22,0.37
FARM-030223,Abia,soybean,SOYBEAN-LOCAL,2023-04-23,1.82,1.66,2023-08-14,1.4
FARM-015404,Osun,cocoa,COCOA-LOCAL,2023-03-02,1.14,0.49,2024-01-31,0.52
FARM-014809,Ondo,maize,MAIZE-LOCAL,2023-06-02,0.63,2.64,2023-09-25,2.08
FARM-032394,Akwa Ibom,soybean,SOYBEAN-V3,2023-06-12,0.68,1.84,2023-09-27,1.34
FARM-005305,FCT,millet,MILLET-V1,2023-07-20,0.95,1.11,2023-10-19,1.27
FARM-017826,Ondo,maize,MAIZE-V1,2022-11-09,1.76,2.35,2023-02-14,2.36
FARM-043386,Akwa Ibom,yam,YAM-V1,2022-04-05,0.48,10.65,2022-12-09,7.47
FARM-029824,Sokoto,maize,MAIZE-V1,2024-10-21,0.24,1.46,2025-02-07,2.9
FARM-004202,Anambra,groundnut,GROUNDNUT-V3,2024-05-14,1.82,1.65,2024-09-08,2.19
FARM-014542,Gombe,millet,MILLET-V2,2022-07-19,7.72,1.03,2022-11-08,0.78
FARM-030801,Bayelsa,sorghum,SORGHUM-V2,2023-06-21,0.46,1.83,2023-10-27,2.59
FARM-007194,Abia,sorghum,SORGHUM-V3,2022-05-26,0.82,1.8,2022-09-15,2.03
FARM-016086,Edo,cassava,CASSAVA-V1,2022-01-24,2.86,9.69,2023-02-15,9.45
FARM-000197,Akwa Ibom,rice,RICE-V3,2024-05-05,1.58,2.77,2024-09-04,3.02
FARM-028307,Oyo,yam,YAM-LOCAL,2024-02-28,2.62,13.48,2024-11-28,11.72
FARM-012702,Taraba,yam,YAM-V1,2022-04-17,0.67,9.48,2022-11-16,11.84
FARM-043671,Akwa Ibom,cocoa,COCOA-V3,2024-06-24,4.37,0.37,2025-02-14,0.19
FARM-020627,Yobe,soybean,SOYBEAN-V3,2022-09-21,1.32,0.71,2022-12-29,0.98
FARM-029316,Kogi,soybean,SOYBEAN-LOCAL,2023-02-19,1.3,1.31,2023-05-25,1.43
FARM-015927,Nasarawa,cassava,CASSAVA-V1,2024-04-08,5.26,10.54,2025-04-26,11.03
FARM-036763,Ondo,groundnut,GROUNDNUT-V2,2022-06-04,0.72,1.58,2022-09-05,2.06
FARM-031997,FCT,soybean,SOYBEAN-V2,2022-04-15,1.11,1.63,2022-08-04,0.77
FARM-034102,Borno,millet,MILLET-V2,2022-06-05,1.24,0.44,2022-09-13,0.44
FARM-003565,Niger,maize,MAIZE-LOCAL,2022-05-26,2.63,1.81,2022-09-03,1.59
FARM-030603,Ekiti,groundnut,GROUNDNUT-V2,2023-07-01,1.2,1.21,2023-10-05,1.77
FARM-007127,Nasarawa,groundnut,GROUNDNUT-V3,2024-06-09,2.95,1.2,2024-10-06,1.36
FARM-039051,Delta,sorghum,SORGHUM-V3,2024-07-11,1.76,1.78,2024-10-20,1.78
FARM-030255,Niger,yam,YAM-V1,2024-03-07,1.58,11.33,2024-11-26,10.97
FARM-016425,Zamfara,soybean,SOYBEAN-V3,2023-04-26,1.14,0.94,2023-08-20,0.5
FARM-043665,Sokoto,sorghum,SORGHUM-V2,2022-05-01,1.4,1.11,2022-08-27,1.31
FARM-038453,Edo,groundnut,GROUNDNUT-LOCAL,2022-06-14,2.62,1.4,2022-09-16,1.02
FARM-027262,Rivers,maize,MAIZE-V3,2023-06-26,0.95,1.85,2023-09-27,0.72
FARM-045044,Ogun,cassava,CASSAVA-V2,2022-08-05,1.85,11.41,2023-06-06,13.45
FARM-037146,Rivers,oil_palm,OIL_PALM-LOCAL,2022-08-19,2.43,3.94,2022-12-06,3.38
FARM-007513,Kaduna,sorghum,SORGHUM-LOCAL,2024-06-23,1.11,1.52,2024-10-10,0.54
FARM-012747,Akwa Ibom,rice,RICE-V2,2024-07-20,0.69,3.62,2024-11-27,2.9
FARM-036561,Lagos,oil_palm,OIL_PALM-V1,2023-06-07,2.06,3.84,2023-10-01,1.99
FARM-017558,Ekiti,maize,MAIZE-V1,2024-06-11,0.67,2.01,2024-09-28,1.99
FARM-047276,Bauchi,soybean,SOYBEAN-V3,2023-10-10,1.46,1.26,2024-01-31,2.2
FARM-030243,Borno,yam,YAM-V1,2023-04-19,1.32,5.01,2024-01-03,9.47
FARM-011342,Kaduna,maize,MAIZE-V2,2023-10-08,2.43,2.42,2024-01-19,3.03
FARM-008086,Sokoto,groundnut,GROUNDNUT-V1,2023-07-11,0.87,1.26,2023-10-19,1.97
FARM-049455,Ogun,groundnut,GROUNDNUT-V1,2023-07-18,1.84,1.5,2023-11-05,1.12
FARM-038279,Cross River,groundnut,GROUNDNUT-V2,2022-05-22,0.99,1.42,2022-09-04,0.96
FARM-027189,Gombe,millet,MILLET-V2,2022-06-27,0.68,0.99,2022-10-02,0.7
FARM-003875,Nasarawa,maize,MAIZE-V3,2024-10-26,2.0,1.72,2025-02-22,1.49
FARM-015969,Sokoto,cassava,CASSAVA-V1,2023-06-08,0.88,6.65,2024-06-04,4.0
FARM-027850,Benue,yam,YAM-LOCAL,2022-02-01,1.27,10.67,2022-11-05,5.0
FARM-016946,Benue,groundnut,GROUNDNUT-V2,2023-05-11,1.19,1.34,2023-08-14,1.18
FARM-009504,Zamfara,sorghum,SORGHUM-V1,2024-06-01,0.59,1.03,2024-09-24,1.11
FARM-029928,Enugu,soybean,SOYBEAN-V2,2024-07-09,1.62,1.64,2024-10-28,1.73
FARM-012853,Delta,soybean,SOYBEAN-V3,2022-04-16,1.06,1.59,2022-08-06,1.11
FARM-031680,Anambra,millet,MILLET-V2,2023-05-12,2.36,1.28,2023-09-07,1.7
FARM-011705,Zamfara,maize,MAIZE-LOCAL,2023-06-18,2.84,1.65,2023-10-13,2.6
FARM-011916,Cross River,soybean,SOYBEAN-V3,2024-03-05,1.63,1.92,2024-06-22,2.23
FARM-045219,Benue,rice,RICE-V1,2023-05-17,2.93,3.19,2023-09-22,2.66
FARM-032669,Kaduna,cocoa,COCOA-V3,2022-02-22,0.43,0.36,2022-11-08,0.15
FARM-041497,Kano,groundnut,GROUNDNUT-LOCAL,2022-06-03,0.66,0.93,2022-09-20,1.92
FARM-025288,Kogi,maize,MAIZE-LOCAL,2023-11-04,3.74,2.18,2024-02-09,1.8
FARM-043093,Lagos,groundnut,GROUNDNUT-V2,2023-06-13,0.74,1.44,2023-10-04,1.1
FARM-003402,Delta,oil_palm,OIL_PALM-LOCAL,2024-10-21,0.52,4.1,2025-01-31,2.45
FARM-042546,Sokoto,sorghum,SORGHUM-V1,2023-07-22,3.02,1.21,2023-11-16,1.51
FARM-042916,Kwara,oil_palm,OIL_PALM-V1,2022-05-23,0.49,3.26,2022-09-02,3.51
FARM-048377,Kogi,oil_palm,OIL_PALM-V2,2024-03-08,0.33,4.16,2024-06-10,3.7
FARM-009113,Ogun,oil_palm,OIL_PALM-V1,2023-11-05,2.08,3.15,2024-02-14,1.72
FARM-022801,Sokoto,cocoa,COCOA-V3,2023-06-14,2.12,0.35,2024-01-18,0.55
FARM-019102,Plateau,sorghum,SORGHUM-LOCAL,2022-07-07,1.81,1.64,2022-11-02,1.38
FARM-042410,Abia,groundnut,GROUNDNUT-V2,2024-07-07,0.75,1.59,2024-10-29,1.62
FARM-039009,Abia,rice,RICE-V2,2022-06-15,0.39,3.34,2022-11-09,4.59
FARM-030908,Jigawa,sorghum,SORGHUM-LOCAL,2022-06-04,5.24,1.14,2022-09-20,1.37
FARM-049964,Delta,groundnut,GROUNDNUT-V1,2024-07-28,0.3,1.66,2024-11-14,1.74
FARM-025019,Kogi,cassava,CASSAVA-V2,2024-09-06,0.78,8.27,2025-12-12,10.92
FARM-037829,Osun,soybean,SOYBEAN-LOCAL,2023-03-16,2.72,1.4,2023-06-26,0.88
FARM-023867,Bayelsa,soybean,SOYBEAN-LOCAL,2022-01-04,1.24,1.92,2022-04-23,2.22
FARM-047193,Delta,cassava,CASSAVA-V2,2023-12-16,0.65,11.19,2025-01-06,10.7
FARM-000228,Lagos,groundnut,GROUNDNUT-V3,2024-07-28,2.3,1.56,2024-11-08,1.66
FARM-000897,Rivers,cocoa,COCOA-LOCAL,2022-11-01,1.31,0.41,2023-07-02,0.21
FARM-029336,Kaduna,cassava,CASSAVA-V2,2023-02-14,1.27,10.14,2023-11-13,7.37
FARM-022455,Akwa Ibom,soybean,SOYBEAN-V1,2023-11-07,0.98,1.78,2024-02-11,2.59
FARM-024978,Yobe,millet,MILLET-V2,2023-05-06,2.19,0.64,2023-09-01,0.51
FARM-039179,Rivers,yam,YAM-V2,2023-04-12,0.96,12.21,2024-01-04,8.66
FARM-007100,Oyo,yam,YAM-V3,2022-02-24,3.28,14.16,2022-11-06,13.61
FARM-041405,Kogi,yam,YAM-V1,2023-03-15,2.77,9.47,2023-10-24,5.58
FARM-034555,Benue,groundnut,GROUNDNUT-V3,2022-05-07,1.72,1.2,2022-08-05,0.95
FARM-042031,Bayelsa,sorghum,SORGHUM-V1,2024-06-27,0.92,1.84,2024-10-13,1.19
FARM-024637,Adamawa,cocoa,COCOA-V2,2024-12-05,1.21,0.35,2025-10-18,0.32
FARM-049944,Taraba,rice,RICE-V1,2024-05-13,2.11,2.95,2024-09-22,3.25
FARM-036434,Katsina,cassava,CASSAVA-V3,2022-03-03,7.43,7.11,2023-08-13,6.91
FARM-001956,Imo,maize,MAIZE-LOCAL,2024-05-21,0.66,2.37,2024-09-02,2.42
FARM-041815,Kwara,oil_palm,OIL_PALM-LOCAL,2023-03-23,4.48,3.69,2023-07-03,4.96
FARM-004201,Adamawa,yam,YAM-LOCAL,2024-03-02,1.03,9.26,2024-12-24,7.95
FARM-008992,Kebbi,cassava,CASSAVA-V1,2022-04-16,1.38,7.95,2023-09-21,9.08
FARM-027094,Yobe,groundnut,GROUNDNUT-LOCAL,2022-05-24,3.13,0.67,2022-08-26,0.4
FARM-023083,Anambra,cocoa,COCOA-V3,2024-09-24,0.32,0.51,2025-04-06,0.89
FARM-031106,Enugu,yam,YAM-V3,2024-03-10,2.09,13.66,2024-12-16,14.24
FARM-028172,Enugu,sorghum,SORGHUM-V2,2022-05-01,0.87,1.33,2022-09-01,1.44
FARM-011838,Plateau,soybean,SOYBEAN-V1,2023-04-16,0.72,1.37,2023-07-22,0.71
FARM-045368,Oyo,soybean,SOYBEAN-LOCAL,2023-03-15,2.44,1.34,2023-07-03,0.91
FARM-005847,Edo,sorghum,SORGHUM-V3,2022-07-08,1.08,1.45,2022-10-22,1.35
FARM-003370,Borno,rice,RICE-V1,2023-06-06,0.87,1.17,2023-10-27,1.0
FARM-017822,Enugu,rice,RICE-V3,2023-06-26,0.3,3.02,2023-11-19,2.28
FARM-014676,Gombe,sorghum,SORGHUM-V2,2024-05-13,1.78,1.54,2024-09-06,1.17
FARM-027331,Osun,maize,MAIZE-V3,2023-11-22,1.14,2.28,2024-02-28,1.94
FARM-007458,Cross River,oil_palm,OIL_PALM-V2,2023-12-18,0.79,4.31,2024-04-04,1.3
FARM-009767,Ebonyi,maize,MAIZE-V3,2023-10-13,1.76,2.12,2024-01-12,3.19
FARM-048311,Sokoto,cocoa,COCOA-V3,2023-06-05,2.05,0.29,2024-04-09,0.4
FARM-042053,Nasarawa,soybean,SOYBEAN-LOCAL,2022-08-04,3.99,1.63,2022-11-02,1.82
FARM-049339,Delta,cocoa,COCOA-V1,2022-12-20,0.61,0.47,2023-11-16,0.2
FARM-047561,Taraba,millet,MILLET-LOCAL,2022-05-25,2.01,1.03,2022-09-17,1.08
FARM-026778,Adamawa,maize,MAIZE-V2,2024-04-09,3.42,1.7,2024-07-29,1.5
FARM-044557,Enugu,cocoa,COCOA-V1,2022-08-13,5.39,0.52,2023-03-07,0.31
FARM-033924,Akwa Ibom,yam,YAM-V1,2023-03-13,0.54,14.27,2023-10-25,9.69
FARM-001311,Imo,groundnut,GROUNDNUT-V1,2023-07-05,0.8,1.34,2023-10-14,1.15
FARM-002808,Kaduna,groundnut,GROUNDNUT-LOCAL,2022-05-15,1.13,1.27,2022-09-06,1.3
FARM-003820,Bayelsa,oil_palm,OIL_PALM-V1,2022-10-05,1.06,3.14,2023-01-09,2.61
FARM-013343,Ogun,maize,MAIZE-LOCAL,2022-06-28,0.92,2.61,2022-09-27,3.41
FARM-002125,Jigawa,yam,YAM-V2,2024-04-03,0.97,7.26,2024-12-17,7.04
FARM-019370,Lagos,groundnut,GROUNDNUT-V2,2022-06-15,0.74,1.43,2022-10-08,1.22
FARM-032390,Katsina,groundnut,GROUNDNUT-V1,2023-05-20,2.53,0.75,2023-09-06,0.53
FARM-022409,Gombe,cocoa,COCOA-LOCAL,2024-09-18,0.45,0.42,2025-08-11,0.54
FARM-030026,Jigawa,groundnut,GROUNDNUT-V1,2022-07-03,0.8,0.98,2022-10-18,1.07
FARM-025265,Kogi,oil_palm,OIL_PALM-V2,2024-03-08,4.99,3.08,2024-06-06,3.54
FARM-004738,Anambra,yam,YAM-LOCAL,2024-03-28,1.67,11.8,2024-12-05,6.76
FARM-048401,Katsina,cocoa,COCOA-V3,2023-04-08,3.28,0.34,2023-11-30,0.12
FARM-047919,Lagos,cassava,CASSAVA-V2,2023-08-05,13.42,10.14,2024-05-31,10.93
FARM-036647,Katsina,soybean,SOYBEAN-LOCAL,2024-02-22,2.64,1.13,2024-06-17,0.5
FARM-043445,Adamawa,sorghum,SORGHUM-V2,2022-06-17,1.62,0.96,2022-10-15,0.39
FARM-005492,Katsina,maize,MAIZE-V2,2022-05-04,1.55,1.41,2022-08-26,1.18
FARM-024826,Cross River,millet,MILLET-LOCAL,2022-07-21,2.37,1.48,2022-11-07,1.57
FARM-022913,Sokoto,soybean,SOYBEAN-V3,2023-05-28,2.03,1.22,2023-09-15,0.5
FARM-037976,Ondo,yam,YAM-V1,2022-04-12,0.44,13.78,2023-01-28,16.7
FARM-022933,Kwara,soybean,SOYBEAN-V2,2022-11-16,1.07,1.4,2023-02-19,1.44
FARM-023915,Rivers,maize,MAIZE-V3,2023-05-11,1.62,2.04,2023-08-09,2.14
FARM-014554,Lagos,yam,YAM-V2,2023-02-10,0.13,13.49,2023-12-02,15.36
FARM-039519,Enugu,soybean,SOYBEAN-V1,2024-03-23,5.11,1.72,2024-07-01,1.4
FARM-022878,Borno,cocoa,COCOA-LOCAL,2023-11-23,3.16,0.17,2024-11-16,0.29
FARM-018606,Borno,rice,RICE-V3,2023-07-25,0.23,0.93,2023-12-01,2.22
FARM-040346,Sokoto,oil_palm,OIL_PALM-LOCAL,2023-10-23,0.99,2.71,2024-01-21,3.08
FARM-049293,Ebonyi,maize,MAIZE-V2,2023-11-04,0.9,1.86,2024-02-05,1.28
FARM-004821,Zamfara,soybean,SOYBEAN-V3,2023-12-24,0.51,0.95,2024-03-26,1.14
FARM-046088,Enugu,rice,RICE-V3,2024-06-24,1.26,2.65,2024-11-06,2.43
FARM-012913,Ebonyi,cassava,CASSAVA-V1,2023-03-02,0.16,8.52,2024-05-27,8.87
FARM-023108,Anambra,oil_palm,OIL_PALM-LOCAL,2024-01-04,5.06,4.41,2024-04-23,3.93
FARM-009347,Yobe,soybean,SOYBEAN-LOCAL,2022-12-04,2.08,0.79,2023-04-01,0.9
FARM-019669,Zamfara,yam,YAM-V1,2022-02-10,0.76,6.43,2022-10-16,7.8
FARM-017698,Cross River,soybean,SOYBEAN-V3,2024-09-08,4.41,1.51,2024-12-31,1.49
FARM-014883,Imo,cocoa,COCOA-V3,2023-01-14,1.66,0.39,2023-11-25,0.54
FARM-033079,Katsina,soybean,SOYBEAN-V3,2022-05-22,0.51,0.96,2022-08-28,0.5
FARM-012092,Borno,rice,RICE-V3,2023-06-12,1.45,1.11,2023-10-25,1.91
FARM-018404,Osun,cassava,CASSAVA-V3,2023-03-09,0.58,8.39,2024-04-25,9.63
FARM-038966,Adamawa,maize,MAIZE-V3,2023-05-26,2.98,1.6,2023-09-21,0.89
FARM-032672,Akwa Ibom,oil_palm,OIL_PALM-LOCAL,2023-10-20,6.52,4.37,2024-02-13,3.19
FARM-046575,Taraba,cassava,CASSAVA-V2,2022-06-17,0.48,10.83,2023-07-21,5.87
FARM-001360,Ekiti,sorghum,SORGHUM-V1,2023-07-11,1.01,1.68,2023-11-05,2.75
FARM-037026,Adamawa,oil_palm,OIL_PALM-LOCAL,2023-01-20,2.63,3.03,2023-05-03,4.66
FARM-021426,Imo,maize,MAIZE-V3,2022-11-03,3.2,2.29,2023-02-01,2.19
FARM-004354,Adamawa,soybean,SOYBEAN-V2,2022-10-19,1.55,1.34,2023-02-11,0.5
FARM-037716,Kwara,millet,MILLET-V1,2024-05-10,1.82,1.34,2024-09-02,1.16
FARM-022753,Gombe,millet,MILLET-LOCAL,2023-07-04,2.07,1.02,2023-10-19,1.38
FARM-049271,Kebbi,groundnut,GROUNDNUT-V3,2023-05-23,0.36,1.01,2023-09-07,0.83
FARM-040872,Niger,millet,MILLET-LOCAL,2024-06-06,0.89,1.28,2024-09-11,1.01
FARM-030435,Ogun,sorghum,SORGHUM-V1,2023-05-10,1.9,1.77,2023-09-16,1.9
FARM-028633,Bayelsa,soybean,SOYBEAN-V1,2022-10-25,0.6,1.46,2023-01-30,1.52
FARM-001620,Enugu,soybean,SOYBEAN-V3,2023-10-07,0.37,1.45,2024-01-10,2.1
FARM-045096,Akwa Ibom,millet,MILLET-LOCAL,2022-06-10,0.75,1.26,2022-09-16,1.68
FARM-048961,Rivers,maize,MAIZE-V2,2024-04-05,0.61,1.96,2024-07-31,1.99
FARM-023876,Akwa Ibom,yam,YAM-LOCAL,2024-03-20,0.24,14.28,2024-11-24,12.55
FARM-039157,Borno,sorghum,SORGHUM-V1,2022-05-05,1.86,0.61,2022-08-15,1.52
FARM-024914,Ekiti,cocoa,COCOA-V3,2024-12-04,1.41,0.39,2025-11-09,0.35
FARM-005368,Ogun,cassava,CASSAVA-V3,2024-10-10,1.19,9.28,2025-10-19,4.97
FARM-034448,Anambra,soybean,SOYBEAN-V1,2024-03-19,8.12,1.57,2024-06-23,2.35
FARM-025741,Edo,millet,MILLET-V2,2022-06-04,2.14,1.19,2022-09-17,1.13
FARM-036752,Adamawa,cassava,CASSAVA-V3,2022-10-13,2.55,6.34,2023-08-01,4.13
FARM-024668,Yobe,soybean,SOYBEAN-V1,2022-07-15,1.45,0.72,2022-10-30,0.5
FARM-034561,Edo,cocoa,COCOA-V2,2024-09-20,0.68,0.51,2025-06-17,0.55
FARM-018734,Taraba,groundnut,GROUNDNUT-LOCAL,2022-07-13,3.79,1.55,2022-10-28,1.41
FARM-028782,Nasarawa,cocoa,COCOA-V2,2023-02-15,1.48,0.45,2024-01-22,0.6
FARM-047741,Nasarawa,cocoa,COCOA-LOCAL,2024-11-12,3.36,0.43,2025-10-11,0.29
FARM-044164,Taraba,yam,YAM-V3,2022-02-22,1.67,9.2,2022-12-18,5.78
FARM-043705,Niger,maize,MAIZE-V2,2022-11-09,1.69,2.08,2023-02-12,2.15
FARM-016187,Jigawa,cassava,CASSAVA-V3,2022-02-21,0.56,6.13,2023-02-13,5.81
FARM-001430,Edo,cassava,CASSAVA-V3,2022-03-16,5.4,9.74,2023-02-20,10.02
FARM-035896,Enugu,groundnut,GROUNDNUT-V2,2022-07-25,1.8,1.64,2022-11-04,1.85
FARM-033728,Bauchi,oil_palm,OIL_PALM-LOCAL,2022-01-27,2.45,4.15,2022-05-13,4.33
FARM-042088,Zamfara,soybean,SOYBEAN-V2,2024-03-28,0.84,1.15,2024-07-11,1.92
FARM-006755,Rivers,sorghum,SORGHUM-V3,2024-05-08,0.74,1.72,2024-08-29,1.37
FARM-034307,Kogi,oil_palm,OIL_PALM-LOCAL,2023-04-07,0.97,3.79,2023-07-27,3.43
FARM-024793,Oyo,yam,YAM-LOCAL,2024-04-17,1.02,13.94,2024-12-07,12.54
FARM-011565,Imo,millet,MILLET-V2,2022-06-18,2.25,1.08,2022-09-21,1.15
FARM-028744,Delta,yam,YAM-V3,2024-04-20,5.08,12.2,2024-12-14,11.32
FARM-011118,Delta,cassava,CASSAVA-V1,2024-09-14,0.8,12.44,2025-12-27,12.25
FARM-048432,Sokoto,soybean,SOYBEAN-LOCAL,2024-02-24,0.96,1.34,2024-06-16,0.67
FARM-018833,Gombe,oil_palm,OIL_PALM-V1,2023-05-14,0.73,2.85,2023-09-01,3.99
FARM-010088,Oyo,yam,YAM-V3,2024-04-20,3.06,11.3,2025-02-01,12.39
FARM-048562,Niger,oil_palm,OIL_PALM-LOCAL,2024-02-07,0.85,3.96,2024-05-16,3.51
FARM-028287,Anambra,soybean,SOYBEAN-V1,2024-07-13,3.69,1.41,2024-10-23,1.29
FARM-029229,Imo,groundnut,GROUNDNUT-LOCAL,2024-07-17,0.44,1.6,2024-10-23,2.12
FARM-037060,Niger,sorghum,SORGHUM-LOCAL,2024-07-01,0.76,1.5,2024-10-13,2.02
FARM-030110,Plateau,rice,RICE-V3,2023-05-18,2.49,2.58,2023-10-06,2.15
FARM-004972,Bauchi,cocoa,COCOA-V2,2024-11-06,2.48,0.41,2025-07-07,0.1
FARM-047057,Jigawa,soybean,SOYBEAN-V1,2023-11-09,0.48,0.85,2024-02-24,1.55
FARM-027164,Ogun,sorghum,SORGHUM-V1,2024-05-07,1.53,1.53,2024-08-31,2.35
FARM-006828,Ondo,cocoa,COCOA-V3,2023-12-16,0.48,0.49,2024-12-03,0.44
FARM-049435,Imo,rice,RICE-V3,2024-06-14,3.95,3.55,2024-10-16,4.79
FARM-041545,Kano,sorghum,SORGHUM-V2,2024-06-01,9.26,1.23,2024-09-22,1.23
FARM-041276,Kano,maize,MAIZE-LOCAL,2024-11-17,1.21,1.81,2025-03-14,1.35
FARM-010266,Benue,oil_palm,OIL_PALM-V2,2023-12-05,0.64,3.94,2024-03-04,1.56
FARM-005894,Kogi,millet,MILLET-V3,2024-06-01,2.03,1.39,2024-09-04,1.48
FARM-047462,Oyo,oil_palm,OIL_PALM-V1,2023-11-20,1.02,3.14,2024-02-24,3.43
FARM-036260,Zamfara,sorghum,SORGHUM-LOCAL,2023-06-26,0.86,0.97,2023-10-20,1.9
FARM-007370,Lagos,sorghum,SORGHUM-V1,2024-06-24,2.09,1.69,2024-10-04,1.95
FARM-017336,Ebonyi,rice,RICE-V1,2022-07-16,0.99,2.89,2022-11-24,2.83
FARM-045051,Katsina,yam,YAM-V2,2023-04-08,1.33,9.1,2024-01-25,11.21
FARM-049262,Imo,rice,RICE-V1,2024-07-03,6.54,3.3,2024-11-19,3.48
FARM-021920,Ondo,sorghum,SORGHUM-LOCAL,2023-05-23,0.94,1.43,2023-09-22,1.43
FARM-023633,Abia,maize,MAIZE-V3,2022-05-06,0.84,2.53,2022-08-08,3.0
FARM-044413,Borno,rice,RICE-V3,2023-07-18,1.56,0.99,2023-11-22,1.0
FARM-007321,Delta,cassava,CASSAVA-V2,2024-04-07,1.49,11.19,2025-01-23,9.04
FARM-011329,Jigawa,soybean,SOYBEAN-V1,2022-10-26,3.27,0.94,2023-02-20,1.0
FARM-041675,Osun,groundnut,GROUNDNUT-V2,2023-07-16,1.22,1.47,2023-10-14,1.8
FARM-038037,Kano,cassava,CASSAVA-LOCAL,2023-11-18,2.02,7.12,2024-10-05,8.86
FARM-019588,Plateau,yam,YAM-LOCAL,2024-04-22,0.21,11.82,2024-11-30,9.21
FARM-049605,Enugu,oil_palm,OIL_PALM-V1,2024-08-04,1.79,4.58,2024-11-11,3.85
FARM-045506,Oyo,sorghum,SORGHUM-V1,2022-05-03,0.68,1.82,2022-08-14,1.75
FARM-039018,Kwara,millet,MILLET-V2,2024-07-06,0.41,1.43,2024-10-16,0.9
FARM-044708,Bayelsa,cassava,CASSAVA-LOCAL,2022-01-02,0.61,11.38,2023-06-18,9.86
FARM-043989,Lagos,millet,MILLET-V2,2023-06-16,1.03,1.43,2023-10-06,1.69
FARM-028033,Benue,groundnut,GROUNDNUT-LOCAL,2022-07-23,1.22,1.45,2022-10-23,1.59
FARM-004920,Niger,millet,MILLET-V3,2022-07-03,1.61,1.16,2022-10-18,0.55
FARM-021800,Ekiti,soybean,SOYBEAN-V3,2024-02-05,1.83,1.61,2024-05-15,1.38
FARM-025454,Kwara,cassava,CASSAVA-V3,2023-05-15,0.76,11.14,2024-04-25,9.18
FARM-034001,Cross River,soybean,SOYBEAN-V1,2024-03-19,0.97,1.51,2024-07-16,0.67
FARM-037734,Osun,yam,YAM-LOCAL,2023-03-16,0.58,13.81,2023-12-23,16.35
FARM-045397,Sokoto,groundnut,GROUNDNUT-V3,2023-05-14,1.36,1.08,2023-09-05,0.78
FARM-008259,Lagos,groundnut,GROUNDNUT-V1,2022-05-28,1.8,1.68,2022-09-08,0.89
FARM-049357,Delta,soybean,SOYBEAN-V3,2024-12-08,0.68,1.93,2025-03-26,1.41
FARM-036556,Anambra,cocoa,COCOA-V2,2022-10-11,1.02,0.49,2023-07-18,0.52
FARM-032251,Abia,soybean,SOYBEAN-V2,2023-05-06,0.47,1.62,2023-09-02,1.55
FARM-015220,Gombe,millet,MILLET-V2,2022-07-13,1.96,1.01,2022-10-15,1.67
FARM-019631,Abia,yam,YAM-LOCAL,2023-03-22,1.04,13.75,2023-11-26,12.86
FARM-022439,Cross River,rice,RICE-V1,2022-05-07,1.62,3.17,2022-09-21,3.01
FARM-008454,Enugu,sorghum,SORGHUM-V3,2022-06-23,1.88,1.52,2022-10-19,0.91
FARM-010057,Osun,millet,MILLET-V1,2023-06-24,2.16,1.56,2023-09-25,0.8
FARM-015223,Kogi,sorghum,SORGHUM-LOCAL,2022-07-13,2.16,1.21,2022-10-25,0.75
FARM-036161,Katsina,yam,YAM-V1,2023-03-27,3.85,7.97,2023-12-29,6.25
FARM-039691,Plateau,cassava,CASSAVA-V2,2022-05-03,4.74,9.65,2023-06-14,10.13
FARM-004719,Abia,oil_palm,OIL_PALM-V2,2022-01-27,0.5,3.2,2022-05-08,2.38
FARM-015907,FCT,yam,YAM-LOCAL,2023-03-14,2.19,12.76,2023-10-28,12.89
FARM-008574,Bayelsa,rice,RICE-V2,2024-05-17,6.1,3.39,2024-10-02,4.93
FARM-015950,Gombe,soybean,SOYBEAN-V2,2024-01-21,0.95,1.36,2024-05-15,1.59
FARM-039432,Adamawa,oil_palm,OIL_PALM-V2,2023-11-13,5.54,2.81,2024-02-16,4.68
FARM-009952,Jigawa,millet,MILLET-V3,2022-07-16,3.04,0.92,2022-11-03,1.1
FARM-011783,Adamawa,cassava,CASSAVA-V3,2024-11-17,3.51,8.4,2025-11-02,7.38
FARM-008986,Osun,millet,MILLET-LOCAL,2023-05-12,1.32,1.3,2023-08-30,1.52
FARM-009550,Sokoto,yam,YAM-V1,2024-03-13,1.79,9.55,2024-10-31,10.63
FARM-015432,Kano,millet,MILLET-V2,2023-05-02,0.78,1.04,2023-08-25,1.53
FARM-026421,Kwara,maize,MAIZE-LOCAL,2024-11-20,2.77,2.49,2025-02-19,2.4
FARM-009206,Imo,cocoa,COCOA-V3,2022-03-08,0.52,0.46,2022-11-22,0.39
FARM-004807,Ekiti,rice,RICE-V2,2024-06-27,15.36,2.63,2024-11-08,2.67
FARM-030795,Kogi,cassava,CASSAVA-LOCAL,2024-05-10,12.77,9.42,2025-03-08,10.67
